"","WBID","WATERBODY_NAME","NewUse","Use","CharacteristicName","ResultSampleFractionText","Assessed","binomial","No","Yes","sampcount","existimpair","paramcarryforward","newassess","actualsampneed","provassess","provdate","provcomment","provdatetext"
"130","15070102-124","UNNAMED TRIB TO LYNX CREEK ","AWCAcute","AWC","COPPER","Dissolved","Not meeting criteria","No",0,3,3,"New Impairment","Current",3,0,3,NA,"Impaired. Both samples exceed standard.","43836"
"131","15070102-124","UNNAMED TRIB TO LYNX CREEK ","AWCChronic","AWC","COPPER","Dissolved","Not meeting criteria","No",0,3,3,"New Impairment","Current",3,0,1,NA,"Not impaired.  8/7/19 sample storm flow therefore not stable conditions.","43836"
"132","15070102-124","UNNAMED TRIB TO LYNX CREEK ","AWCAcute","AWC","ZINC","Dissolved","Not meeting criteria","No",1,2,3,"New Impairment","Current",3,0,1,NA,"Not impaired.  One exceedance normal flow and the other storm flow.  Critical condition not determined.","44018"
"133","15070102-124","UNNAMED TRIB TO LYNX CREEK ","AWCChronic","AWC","ZINC","Dissolved","Not meeting criteria","No",1,2,3,"New Impairment","Current",3,0,1,NA,"Not impaired.  One exceedance normal flow and the other storm flow.  Critical condition not determined.","44018"
"134","15070102-234","UNNAMED TRIB TO BIG BUG CREEK (UB1) ","AWCAcute","AWC","COPPER","Dissolved","Not meeting criteria","No",0,2,2,"New Impairment","Current",3,0,3,NA,"Confirmed impaired. 2 exceedances out of 2 samples.  Tailings pile influences samples which excludes natural background.","43539"
"135","15070102-234","UNNAMED TRIB TO BIG BUG CREEK (UB1) ","AWCChronic","AWC","COPPER","Dissolved","Not meeting criteria","No",0,2,2,"New Impairment","Current",3,0,3,NA,"Confirmed impaired. 2 exceedances out of 2 samples.  Tailings pile influences samples which excludes natural background.","43539"
"136","15070102-234","UNNAMED TRIB TO BIG BUG CREEK (UB1) ","AWCChronic","AWC","IRON","Dissolved","Not meeting criteria","No",0,2,2,"New Impairment","Current",3,0,1,NA,"Not impaired.  Chronic conditions not stable.  Collected during storm events.","43539"
"137","15070102-234","UNNAMED TRIB TO BIG BUG CREEK (UB1) ","AWCChronic","AWC","LEAD","Dissolved","Not meeting criteria","No",0,2,2,"New Impairment","Current",3,0,1,NA,"Not impaired.  Chronic conditions not stable.  Collected during storm events.","43539"
"138","15070102-234","UNNAMED TRIB TO BIG BUG CREEK (UB1) ","AWCAcute","AWC","ZINC","Dissolved","Not meeting criteria","No",0,2,2,"New Impairment","Current",3,0,3,NA,"Confirmed impaired. 2 exceedances out of 2 samples.  Tailings pile influences samples which excludes natural background.","43539"
"139","15070102-234","UNNAMED TRIB TO BIG BUG CREEK (UB1) ","AWCChronic","AWC","ZINC","Dissolved","Not meeting criteria","No",0,2,2,"New Impairment","Current",3,0,3,NA,"Confirmed impaired. 2 exceedances out of 2 samples.  Tailings pile influences samples which excludes natural background.","43539"
"140","15070102-768","EUGENE GULCH ","AWEAcute","AWE","COPPER","Dissolved","Not meeting criteria","No",1,2,3,"New Impairment","Current",3,0,3,NA,"Impaired.  2 acute exceedances out of 3 samples","43637"
"141","15070103-001B","HASSAYAMPA RIVER ","AWWChronic","AWW","SELENIUM","Total","Not meeting criteria","No",1,7,8,"Existing Impairment","Current",3,0,3,NA,NA,NA
"142","15070103-007A","HASSAYAMPA RIVER ","AWCAcute","AWC","CADMIUM","Dissolved","Not meeting criteria","No",2,2,4,"Existing Impairment","Current",3,0,3,NA,NA,NA
"143","15070103-007A","HASSAYAMPA RIVER ","AWCChronic","AWC","CADMIUM","Dissolved","Not meeting criteria","No",0,11,11,"Existing Impairment","Current",3,1,3,NA,NA,NA
"144","15070103-007A","HASSAYAMPA RIVER ","AWCAcute","AWC","COPPER","Dissolved","Not meeting criteria","No",0,4,4,"Existing Impairment","Current",3,0,3,NA,NA,NA
"145","15070103-007A","HASSAYAMPA RIVER ","AWCChronic","AWC","COPPER","Dissolved","Not meeting criteria","No",8,6,14,"Existing Impairment","Current",3,0,3,NA,NA,NA
"146","15070103-007A","HASSAYAMPA RIVER ","AWCChronic","AWC","LEAD","Dissolved","Not meeting criteria","No",12,2,14,"New Impairment","Current",3,0,1,NA,"Not impaired. Exceedances on 2/15/19 and 11/20/19 both storm samples therefore not stable.","43885"
"147","15070103-007A","HASSAYAMPA RIVER ","AWCAcute","AWC","ZINC","Dissolved","Not meeting criteria","No",2,2,4,"Existing Impairment","Current",3,0,3,NA,NA,NA
"148","15070103-007A","HASSAYAMPA RIVER ","AWCChronic","AWC","ZINC","Dissolved","Not meeting criteria","No",10,4,14,"Existing Impairment","Current",3,0,3,NA,NA,NA
"149","15070103-349","JERSEY GULCH ","AWCChronic","AWC","CADMIUM","Dissolved","Not meeting criteria","No",0,5,5,"Existing Impairment","Current",3,0,3,NA,NA,NA
"150","15070103-349","JERSEY GULCH ","AWCAcute","AWC","COPPER","Dissolved","Not meeting criteria","No",0,4,4,"Existing Impairment","Current",3,0,3,NA,"Remains impaired.","43756"
"151","15070103-349","JERSEY GULCH ","AWCChronic","AWC","COPPER","Dissolved","Not meeting criteria","No",0,5,5,"Existing Impairment","Current",3,0,3,NA,NA,NA
"152","15070103-349","JERSEY GULCH ","AWCChronic","AWC","IRON","Dissolved","Not meeting criteria","No",2,2,4,"New Impairment","Current",3,0,1,NA,"Not impaired. 1 sample storm flow which should be excluded.","43783"
"153","15070103-415","CASH GULCH ","AWCAcute","AWC","CADMIUM","Dissolved","Not meeting criteria","No",0,4,4,"Existing Impairment","Current",3,0,3,NA,"Remains impaired.","43756"
"154","15070103-415","CASH GULCH ","AWCChronic","AWC","CADMIUM","Dissolved","Not meeting criteria","No",0,5,5,"Existing Impairment","Current",3,0,3,NA,NA,NA
"155","15070103-415","CASH GULCH ","AWCAcute","AWC","COPPER","Dissolved","Not meeting criteria","No",0,4,4,"Existing Impairment","Current",3,0,3,NA,"Remains impaired.","43756"
"156","15070103-415","CASH GULCH ","AWCChronic","AWC","COPPER","Dissolved","Not meeting criteria","No",0,5,5,"Existing Impairment","Current",3,0,3,NA,NA,NA
"157","15070103-415","CASH GULCH ","AWCChronic","AWC","LEAD","Dissolved","Not meeting criteria","No",0,5,5,"New Impairment","Current",3,0,1,NA,"Not impaired.  Both exceedances collected during stormflow.","43885"
"158","15070103-415","CASH GULCH ","AWCAcute","AWC","ZINC","Dissolved","Not meeting criteria","No",0,4,4,"Existing Impairment","Current",3,0,3,NA,"Remains impaired.","43756"
"159","15070103-415","CASH GULCH ","AWCChronic","AWC","ZINC","Dissolved","Not meeting criteria","No",0,5,5,"Existing Impairment","Current",3,0,3,NA,NA,NA
"160","15070201-003B","GILA RIVER ","AWWChronic","AWW","SELENIUM","Total","Not meeting criteria","No",11,3,14,"New Impairment","Current",3,0,2,NA,"Not Impaired.  AWW is attaining. Exceedances on 6/20/12 and 8/23/12 were determined noncredible due to unreliable lab method. The exceedance on 9/9/13 occurred during a storm event, which did not represent chronic conditions","44180"
"161","15080301-090A","MULE GULCH ","AWWAcute","AWW","COPPER","Dissolved","Not meeting criteria","No",6,3,9,"Existing Impairment","Current",3,0,3,NA,NA,NA
"162","15080301-090A","MULE GULCH ","AWWChronic","AWW","COPPER","Dissolved","Not meeting criteria","No",6,4,10,"Existing Impairment","Current",3,0,3,NA,NA,NA
"163","15080301-090B","MULE GULCH ","AWEAcute","AWE","COPPER","Dissolved","Not meeting criteria","No",2,9,11,"Existing Impairment","Current",3,0,3,NA,NA,NA
"164","15080301-090C","MULE GULCH ","AWEAcute","AWE","COPPER","Dissolved","Not meeting criteria","No",3,4,7,"New Impairment","Current",3,0,3,NA,"Impaired.  Correct wrong classification in ATTAINS which has EDW use.  2 acute exceedances out of 3 samples","43637"
"165","15050202-003","SAN PEDRO RIVER ","AWWChronic","AWW","DISSOLVED OXYGEN (DO)","Dissolved","Not meeting criteria","Yes",29,8,37,"New Impairment","Current",3,0,3,NA,"Impaired based on binomial.","44179"
"166","15050302-0760","LAKESIDE LAKE ","AWWChronic","AWW","DISSOLVED OXYGEN (DO)","Dissolved","Not meeting criteria","Yes",181,31,212,"Existing Impairment","Current",3,0,2,NA,"Delist. Vast majority of exceedances during July-Sep 2012.  Checking w/ City of Tucson about improvements on 1/28/21.","44224"
"167","15060105-013A","TONTO CREEK (TON) ","AWCChronic","AWC","DISSOLVED OXYGEN (DO)","Dissolved","Not meeting criteria","Yes",20,6,26,"New Impairment","Current",3,0,3,NA,"Impaired.  Binomial.","44180"
"168","15060105-353","CHRISTOPHER CREEK ","AWCChronic","AWC","DISSOLVED OXYGEN (DO)","Dissolved","Not meeting criteria","Yes",20,6,26,"Existing Impairment","Current",3,0,3,NA,"Remains impaired.","44243"
"169","15060203-004","VERDE RIVER ","DWS","DWS","ARSENIC","Total","Not meeting criteria","Yes",5,41,46,"Existing Impairment","Current",3,0,3,NA,NA,NA
"170","15070102-034B","BIG BUG CREEK ","FBC","FBC","ARSENIC","Total","Not meeting criteria","Yes",14,8,22,"New Impairment","Current",3,0,3,NA,"Impaired.  Improvements in 2016 but still exceedances.","44180"
"171","15070102-034B","BIG BUG CREEK ","AGL","AGL","LEAD","Total","Not meeting criteria","Yes",17,5,22,"New Impairment","Current",3,0,3,NA,"Impaired.  Improvements in 2016 but still exceedances.","44180"
"172","15070102-034B","BIG BUG CREEK ","FBC","FBC","LEAD","Total","Not meeting criteria","Yes",13,9,22,"New Impairment","Current",3,0,3,NA,"Impaired.  Improvements in 2016 but still exceedances.","44180"
"173","15070102-039","LITTLE ASH CREEK (LAS) ","AWWChronic","AWW","DISSOLVED OXYGEN (DO)","Dissolved","Not meeting criteria","Yes",20,6,26,"New Impairment","Current",3,0,3,NA,"Impaired. Binomial.  See ph note.","44215"
"174","14070006-001","COLORADO RIVER ","AWCChronic","AWC","AMMONIA-NITROGEN","Total","Meeting criteria","No",8,0,8,"No","Current",2,0,2,NA,NA,NA
"175","14070006-001","COLORADO RIVER ","AWCAcute","AWC","ANTIMONY","Dissolved","Meeting criteria","No",7,0,7,"No","Current",2,0,2,NA,NA,NA
"176","14070006-001","COLORADO RIVER ","AWCChronic","AWC","ANTIMONY","Dissolved","Meeting criteria","No",27,0,27,"No","Current",2,0,2,NA,NA,NA
"177","14070006-001","COLORADO RIVER ","AWCAcute","AWC","ARSENIC","Dissolved","Meeting criteria","No",34,0,34,"No","Current",2,0,2,NA,NA,NA
"178","14070006-001","COLORADO RIVER ","AWCChronic","AWC","ARSENIC","Dissolved","Meeting criteria","No",112,0,112,"No","Current",2,0,2,NA,NA,NA
"179","14070006-001","COLORADO RIVER ","AWCAcute","AWC","BERYLLIUM","Dissolved","Meeting criteria","No",7,0,7,"No","Current",2,0,2,NA,NA,NA
"180","14070006-001","COLORADO RIVER ","AWCChronic","AWC","BERYLLIUM","Dissolved","Meeting criteria","No",25,0,25,"No","Current",2,0,2,NA,NA,NA
"181","14070006-001","COLORADO RIVER ","AWCAcute","AWC","CADMIUM","Dissolved","Meeting criteria","No",7,0,7,"No","Current",2,0,2,NA,NA,NA
"182","14070006-001","COLORADO RIVER ","AWCChronic","AWC","CADMIUM","Dissolved","Meeting criteria","No",26,1,27,"No","Current",2,1,2,NA,NA,NA
"183","14070006-001","COLORADO RIVER ","AWCAcute","AWC","CHROMIUM","Dissolved","Meeting criteria","No",6,0,6,"No","Current",2,0,2,NA,NA,NA
"184","14070006-001","COLORADO RIVER ","AWCChronic","AWC","CHROMIUM","Dissolved","Meeting criteria","No",10,0,10,"No","Current",2,0,2,NA,NA,NA
"185","14070006-001","COLORADO RIVER ","AWCAcute","AWC","COPPER","Dissolved","Meeting criteria","No",7,0,7,"No","Current",2,0,2,NA,NA,NA
"186","14070006-001","COLORADO RIVER ","AWCChronic","AWC","COPPER","Dissolved","Meeting criteria","No",27,0,27,"No","Current",2,0,2,NA,NA,NA
"187","14070006-001","COLORADO RIVER ","FBC","FBC","ESCHERICHIA COLI","Total","Not enough information","No",1,0,1,"No","Current",1,2,1,NA,NA,NA
"188","14070006-001","COLORADO RIVER ","AWCChronic","AWC","IRON","Dissolved","Meeting criteria","No",112,0,112,"No","Current",2,0,2,NA,NA,NA
"189","14070006-001","COLORADO RIVER ","AWCAcute","AWC","LEAD","Dissolved","Meeting criteria","No",7,0,7,"No","Current",2,0,2,NA,NA,NA
"190","14070006-001","COLORADO RIVER ","AWCChronic","AWC","LEAD","Dissolved","Meeting criteria","No",27,0,27,"No","Current",2,0,2,NA,NA,NA
"191","14070006-001","COLORADO RIVER ","AWCAcute","AWC","MERCURY","Dissolved","Meeting criteria","No",7,0,7,"No","Current",3,0,2,NA,NA,NA
"192","14070006-001","COLORADO RIVER ","AWCAcute","AWC","NICKEL","Dissolved","Meeting criteria","No",6,0,6,"No","Current",2,0,2,NA,NA,NA
"193","14070006-001","COLORADO RIVER ","AWCChronic","AWC","NICKEL","Dissolved","Meeting criteria","No",10,0,10,"No","Current",2,0,2,NA,NA,NA
"194","14070006-001","COLORADO RIVER ","AWCAcute","AWC","SILVER","Dissolved","Meeting criteria","No",6,0,6,"No","Current",2,0,2,NA,NA,NA
"195","14070006-001","COLORADO RIVER ","AWCAcute","AWC","SUSPENDED SEDIMENT CONCENTRATION (SSC)","Suspended","Meeting criteria","No",6,0,6,"No","Current",2,0,2,NA,NA,NA
"196","14070006-001","COLORADO RIVER ","AWCAcute","AWC","THALLIUM","Dissolved","Meeting criteria","No",6,0,6,"No","Current",2,0,2,NA,NA,NA
"197","14070006-001","COLORADO RIVER ","AWCChronic","AWC","THALLIUM","Dissolved","Meeting criteria","No",10,0,10,"No","Current",2,0,2,NA,NA,NA
"198","14070006-001","COLORADO RIVER ","AWCAcute","AWC","ZINC","Dissolved","Meeting criteria","No",7,0,7,"No","Current",2,0,2,NA,NA,NA
"199","14070006-001","COLORADO RIVER ","AWCChronic","AWC","ZINC","Dissolved","Meeting criteria","No",27,0,27,"No","Current",2,0,2,NA,NA,NA
"200","14070006-1130","LAKE POWELL ","AWCAcute","AWC","AMMONIA-NITROGEN","Total","Meeting criteria","No",4,0,4,"No","Current",2,0,2,NA,NA,NA
"201","14070006-1130","LAKE POWELL ","AWCChronic","AWC","AMMONIA-NITROGEN","Total","Meeting criteria","No",17,0,17,"No","Current",2,0,2,NA,NA,NA
"202","14070006-1130","LAKE POWELL ","AWCAcute","AWC","ARSENIC","Dissolved","Meeting criteria","No",6,0,6,"No","Current",2,0,2,NA,NA,NA
"203","14070006-1130","LAKE POWELL ","AWCChronic","AWC","ARSENIC","Dissolved","Meeting criteria","No",14,0,14,"No","Current",2,0,2,NA,NA,NA
"204","14070006-1130","LAKE POWELL ","AWCAcute","AWC","BERYLLIUM","Dissolved","Meeting criteria","No",6,0,6,"No","Current",2,0,2,NA,NA,NA
"205","14070006-1130","LAKE POWELL ","AWCChronic","AWC","BERYLLIUM","Dissolved","Meeting criteria","No",11,0,11,"No","Current",2,0,2,NA,NA,NA
"206","14070006-1130","LAKE POWELL ","AWCChronic","AWC","CADMIUM","Dissolved","Meeting criteria","No",3,0,3,"No","Current",2,0,2,NA,NA,NA
"207","14070006-1130","LAKE POWELL ","AWCChronic","AWC","CHROMIUM","Dissolved","Meeting criteria","No",3,0,3,"No","Current",2,0,2,NA,NA,NA
"208","14070006-1130","LAKE POWELL ","AWCChronic","AWC","COPPER","Dissolved","Meeting criteria","No",3,0,3,"No","Current",2,0,2,NA,NA,NA
"209","14070006-1130","LAKE POWELL ","AWCChronic","AWC","IRON","Dissolved","Meeting criteria","No",14,0,14,"No","Current",2,0,2,NA,NA,NA
"210","14070006-1130","LAKE POWELL ","AWCChronic","AWC","LEAD","Dissolved","Meeting criteria","No",3,0,3,"No","Current",2,0,2,NA,NA,NA
"211","14070006-1130","LAKE POWELL ","AWCAcute","AWC","MERCURY","Dissolved","Meeting criteria","No",6,0,6,"No","Current",2,0,2,NA,NA,NA
"212","14070006-1130","LAKE POWELL ","AWCChronic","AWC","MERCURY","Dissolved","Not enough information","No",2,0,2,"No","Current",2,1,2,NA,NA,NA
"213","14070006-1130","LAKE POWELL ","AWCChronic","AWC","NICKEL","Dissolved","Meeting criteria","No",3,0,3,"No","Current",2,0,2,NA,NA,NA
"214","14070006-1130","LAKE POWELL ","AWCChronic","AWC","SELENIUM","Total","Meeting criteria","No",13,0,13,"No","Current",2,0,2,NA,NA,NA
"215","14070006-1130","LAKE POWELL ","AWCChronic","AWC","ZINC","Dissolved","Meeting criteria","No",3,0,3,"No","Current",2,0,2,NA,NA,NA
"216","14070007-123","PARIA RIVER ","AWWChronic","AWW","AMMONIA-NITROGEN","Total","Meeting criteria","No",6,0,6,"No","Current",2,0,2,NA,NA,NA
"217","14070007-123","PARIA RIVER ","AWWAcute","AWW","ANTIMONY","Dissolved","Meeting criteria","No",6,0,6,"No","Current",2,0,2,NA,NA,NA
"218","14070007-123","PARIA RIVER ","AWWChronic","AWW","ANTIMONY","Dissolved","Meeting criteria","No",12,0,12,"No","Current",2,0,2,NA,NA,NA
"219","14070007-123","PARIA RIVER ","AWWAcute","AWW","ARSENIC","Dissolved","Meeting criteria","No",7,0,7,"No","Current",2,0,2,NA,NA,NA
"220","14070007-123","PARIA RIVER ","AWWChronic","AWW","ARSENIC","Dissolved","Meeting criteria","No",13,0,13,"No","Current",2,0,2,NA,NA,NA
"221","14070007-123","PARIA RIVER ","AWWAcute","AWW","BERYLLIUM","Dissolved","Meeting criteria","No",6,0,6,"No","Current",2,0,2,NA,NA,NA
"222","14070007-123","PARIA RIVER ","AWWChronic","AWW","BERYLLIUM","Dissolved","Meeting criteria","No",6,0,6,"No","Current",2,0,2,NA,NA,NA
"223","14070007-123","PARIA RIVER ","AWWAcute","AWW","CADMIUM","Dissolved","Meeting criteria","No",6,0,6,"No","Current",2,0,2,NA,NA,NA
"224","14070007-123","PARIA RIVER ","AWWChronic","AWW","CADMIUM","Dissolved","Meeting criteria","No",12,0,12,"No","Current",2,0,2,NA,NA,NA
"225","14070007-123","PARIA RIVER ","AWWAcute","AWW","CHROMIUM","Dissolved","Meeting criteria","No",6,0,6,"No","Current",2,0,2,NA,NA,NA
"226","14070007-123","PARIA RIVER ","AWWChronic","AWW","CHROMIUM","Dissolved","Meeting criteria","No",6,0,6,"No","Current",2,0,2,NA,NA,NA
"227","14070007-123","PARIA RIVER ","AWWAcute","AWW","COPPER","Dissolved","Meeting criteria","No",6,0,6,"No","Current",2,0,2,NA,NA,NA
"228","14070007-123","PARIA RIVER ","AWWChronic","AWW","COPPER","Dissolved","Meeting criteria","No",12,0,12,"No","Current",2,0,2,NA,NA,NA
"229","14070007-123","PARIA RIVER ","AWWChronic","AWW","IRON","Dissolved","Not enough information","No",6,1,7,"No","Current",1,1,1,NA,NA,NA
"230","14070007-123","PARIA RIVER ","AWWAcute","AWW","LEAD","Dissolved","Meeting criteria","No",6,0,6,"No","Current",2,0,2,NA,NA,NA
"231","14070007-123","PARIA RIVER ","AWWChronic","AWW","LEAD","Dissolved","Meeting criteria","No",12,0,12,"No","Current",2,0,2,NA,NA,NA
"232","14070007-123","PARIA RIVER ","AWWAcute","AWW","MERCURY","Dissolved","Not enough information","No",1,0,1,"No","Current",1,2,1,NA,NA,NA
"233","14070007-123","PARIA RIVER ","AWWChronic","AWW","MERCURY","Dissolved","Not enough information","No",1,0,1,"No","Current",1,2,1,NA,NA,NA
"234","14070007-123","PARIA RIVER ","AWWAcute","AWW","NICKEL","Dissolved","Meeting criteria","No",6,0,6,"No","Current",2,0,2,NA,NA,NA
"235","14070007-123","PARIA RIVER ","AWWChronic","AWW","NICKEL","Dissolved","Meeting criteria","No",6,0,6,"No","Current",2,0,2,NA,NA,NA
